PID,Name,Burst Time
3450936,(kwork,651
1982434,(kwork,693
3289124,(kwork,704
1505030,(kwork,722
4082729,(code),740
2772501,(kwork,762
4188417,(code),833
1479709,(kwork,896
4033976,(kwork,945
1516480,(kwork,948
1479708,(kwork,949
3304648,(kwork,1047
3289133,(kwork,1136
981,(udisk,1148
969,(baloo,1186
221700,(kwork,1260
935,(kwall,1540
1713638,(klaun,1569
1078,(gmenu,1577
444518,(code),1598
1195,(kscre,1635
432261,(brave,1657
1470,(akona,1697
1469,(akona,1708
1502,(akona,1712
1082,(xembe,1717
1467,(akona,1726
1079,(polki,1733
1492,(akona,1741
1267,(kcloc,1746
1486,(akona,1752
3462399,(kwork,1769
1503,(akona,1788
3462326,(kwork,1795
1480,(akona,1806
1493,(akona,1811
1298,(Disco,1812
221958,(kwork,1814
945921,(baloo,1822
1494,(akona,1857
1504,(akona,1905
1268,(kdeco,1917
1500,(akona,1932
1468,(akona,1956
1501,(akona,1999
1506,(akona,2001
1048,(kglob,2015
125,(khuge,2023
220363,(kwork,2077
1,(syste,2080
1505,(akona,2128
1299,(kalen,2174
279,(jbd2/,2224
743,(nv_qu,2237
432142,(brave,2407
1076,(kacti,2456
1081,(xdg-d,2550
432672,(brave,2634
1290,(kacce,2645
1729767,(konqu,3035
4083401,(code),3043
39,(kwork,3197
1384,(akona,3200
1023,(ksmse,3717
643,(dbus-,3870
2893153,(konso,4137
1080,(org_k,5178
949,(dbus-,5221
4083407,(code),5242
2564134,(spoti,5244
1025,(kded5,6490
432092,(brave,8143
18,(rcu_p,8222
74,(ksoft,8224
152094,(code),8502
86,(ksoft,8585
2624870,(kio_h,9380
121,(kcomp,9473
38,(ksoft,9610
68,(ksoft,10752
44,(ksoft,11036
17,(ksoft,11048
32,(ksoft,11090
26,(ksoft,11153
50,(ksoft,11225
56,(ksoft,11526
445377,(code),11789
80,(ksoft,11938
110,(ksoft,11975
104,(ksoft,12006
62,(ksoft,12087
98,(ksoft,12342
92,(ksoft,12479
437693,(brave,15128
137,(kswap,24869
615,(nvidi,25585
449268,(brave,27889
4082745,(code),52522
445452,(code),73514
741,(irq/8,91580
4076867,(code),121004
444325,(code),167580
2564642,(spoti,186091
431209,(brave,209019
679269,(brave,212436
449253,(brave,268846
320,(syste,483871
1026,(kwin_,520970
212989,(brave,694970
444502,(code),741625
432467,(brave,846032
1322,(kmix),2876867
740,(Xorg),5125826
1319,(pulse,9552450
1058,(plasm,18013705
